"name","geo_point_2d","ntl_mean","n_pixels","n_non_na_pixels","prop_non_na_pixels","date"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",4.2625904083252,43,43,1,"2021-03"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",3.56185507774353,48,48,1,"2021-03"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",2.01122736930847,95,95,1,"2021-03"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",8.3439826965332,42,42,1,"2021-03"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",8.03683090209961,42,42,1,"2021-03"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",4.9164400100708,69,69,1,"2021-03"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",8.57559299468994,27,27,1,"2021-03"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",3.20206737518311,37,37,1,"2021-03"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",7.27875232696533,50,50,1,"2021-03"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",4.36586904525757,67,67,1,"2021-03"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",3.05397319793701,61,61,1,"2021-03"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",4.33530569076538,67,67,1,"2021-03"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",10.9058723449707,42,42,1,"2021-03"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",4.79434394836426,61,61,1,"2021-03"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",2.32780313491821,54,54,1,"2021-03"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",16.1429920196533,54,54,1,"2021-04"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",4.99115514755249,71,71,1,"2021-04"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",2.63929295539856,65,65,1,"2021-04"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",5.90405321121216,54,54,1,"2021-04"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",4.05356645584106,44,44,1,"2021-04"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",4.30237722396851,50,50,1,"2021-04"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",5.66896295547485,24,24,1,"2021-04"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",4.07363271713257,43,43,1,"2021-04"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",3.79739141464233,48,48,1,"2021-04"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",2.09595847129822,95,95,1,"2021-04"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",8.19888401031494,42,42,1,"2021-04"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",8.01952171325684,42,42,1,"2021-04"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",5.10192537307739,69,69,1,"2021-04"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",8.5045919418335,27,27,1,"2021-04"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",3.29638528823853,37,37,1,"2021-04"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",7.61129856109619,50,50,1,"2021-04"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",4.75443506240845,67,67,1,"2021-04"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",3.18132257461548,61,61,1,"2021-04"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",4.26436138153076,67,67,1,"2021-04"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",11.4325752258301,42,42,1,"2021-04"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",5.41539096832275,61,61,1,"2021-04"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",2.31754922866821,54,54,1,"2021-04"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",18.3077220916748,54,54,1,"2021-05"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",5.18515253067017,71,71,1,"2021-05"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",2.38782477378845,65,65,1,"2021-05"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",6.53406572341919,54,54,1,"2021-05"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",3.75780844688416,44,44,1,"2021-05"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",4.2169508934021,50,50,1,"2021-05"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",5.52806806564331,24,24,1,"2021-05"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",3.96606206893921,43,43,1,"2021-05"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",3.81913185119629,48,48,1,"2021-05"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",2.07539391517639,95,95,1,"2021-05"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",9.05857276916504,42,42,1,"2021-05"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",8.29362010955811,42,42,1,"2021-05"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",5.04737520217896,69,69,1,"2021-05"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",8.36619663238525,27,27,1,"2021-05"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",3.0963122844696,37,37,1,"2021-05"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",7.98290157318115,50,50,1,"2021-05"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",4.39737176895142,67,67,1,"2021-05"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",3.2027952671051,61,61,1,"2021-05"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",4.08036613464355,67,67,1,"2021-05"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",10.6441211700439,42,42,1,"2021-05"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",5.35045337677002,61,61,1,"2021-05"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",2.05158996582031,54,54,1,"2021-05"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",NA,54,0,0,"2021-06"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",NA,71,0,0,"2021-06"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",NA,65,0,0,"2021-06"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",NA,54,0,0,"2021-06"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",NA,44,0,0,"2021-06"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",NA,50,0,0,"2021-06"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",NA,24,0,0,"2021-06"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",NA,43,0,0,"2021-06"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",NA,48,0,0,"2021-06"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",NA,95,0,0,"2021-06"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",NA,42,0,0,"2021-06"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",NA,42,0,0,"2021-06"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",NA,69,0,0,"2021-06"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",NA,27,0,0,"2021-06"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",NA,37,0,0,"2021-06"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",NA,50,0,0,"2021-06"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",NA,67,0,0,"2021-06"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",NA,61,0,0,"2021-06"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",NA,67,0,0,"2021-06"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",NA,42,0,0,"2021-06"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",NA,61,0,0,"2021-06"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",NA,54,0,0,"2021-06"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",10.4345607757568,54,54,1,"2021-07"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",5.44219875335693,71,71,1,"2021-07"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",2.38416290283203,65,65,1,"2021-07"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",6.55806732177734,54,54,1,"2021-07"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",4.08767747879028,44,44,1,"2021-07"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",4.08366823196411,50,50,1,"2021-07"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",5.04955530166626,24,24,1,"2021-07"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",3.310622215271,43,43,1,"2021-07"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",3.96669816970825,48,48,1,"2021-07"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",1.81957721710205,95,95,1,"2021-07"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",7.09402322769165,42,42,1,"2021-07"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",7.8152928352356,42,42,1,"2021-07"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",5.35770559310913,69,69,1,"2021-07"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",6.31461238861084,27,27,1,"2021-07"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",3.07672929763794,37,37,1,"2021-07"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",7.93257522583008,50,50,1,"2021-07"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",4.40120935440063,67,67,1,"2021-07"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",3.41034936904907,61,61,1,"2021-07"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",4.03545236587524,67,67,1,"2021-07"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",12.8380374908447,42,42,1,"2021-07"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",6.03699254989624,61,61,1,"2021-07"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",2.16267728805542,54,54,1,"2021-07"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",11.4694633483887,54,54,1,"2021-08"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",4.15185499191284,71,71,1,"2021-08"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",1.93088138103485,65,65,1,"2021-08"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",5.06815528869629,54,54,1,"2021-08"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",3.35977864265442,44,44,1,"2021-08"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",3.38601660728455,50,50,1,"2021-08"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",4.47958898544312,24,24,1,"2021-08"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",3.07806062698364,43,43,1,"2021-08"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",3.47911500930786,48,48,1,"2021-08"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",1.56613481044769,95,95,1,"2021-08"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",5.87563753128052,42,42,1,"2021-08"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",6.25781202316284,42,42,1,"2021-08"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",4.72224807739258,69,69,1,"2021-08"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",7.08408546447754,27,27,1,"2021-08"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",2.50848364830017,37,37,1,"2021-08"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",6.17414903640747,50,50,1,"2021-08"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",3.85417485237122,67,67,1,"2021-08"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",2.85683274269104,61,61,1,"2021-08"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",3.12198710441589,67,67,1,"2021-08"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",9.78502464294434,42,42,1,"2021-08"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",5.09599113464355,61,61,1,"2021-08"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",1.77211940288544,54,54,1,"2021-08"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",15.7185678482056,54,54,1,"2021-09"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",4.72173023223877,71,71,1,"2021-09"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",2.17268705368042,65,65,1,"2021-09"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",5.28755331039429,54,54,1,"2021-09"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",3.59100914001465,44,44,1,"2021-09"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",3.84422087669373,50,50,1,"2021-09"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",4.90773868560791,24,24,1,"2021-09"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",3.29311680793762,43,43,1,"2021-09"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",3.39433312416077,48,48,1,"2021-09"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",1.76260590553284,95,95,1,"2021-09"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",7.70898151397705,42,42,1,"2021-09"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",6.86230802536011,42,42,1,"2021-09"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",4.84487724304199,69,69,1,"2021-09"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",8.53887462615967,27,27,1,"2021-09"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",2.76034426689148,37,37,1,"2021-09"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",7.09157609939575,50,50,1,"2021-09"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",4.23125505447388,67,67,1,"2021-09"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",2.94017148017883,61,61,1,"2021-09"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",3.68705010414124,67,67,1,"2021-09"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",10.6094655990601,42,42,1,"2021-09"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",4.90795516967773,61,61,1,"2021-09"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",1.90173745155334,54,54,1,"2021-09"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",14.1773233413696,54,54,1,"2021-10"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",4.57892179489136,71,71,1,"2021-10"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",2.17758703231812,65,65,1,"2021-10"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",5.56471347808838,54,54,1,"2021-10"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",3.65327548980713,44,44,1,"2021-10"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",3.89868569374084,50,50,1,"2021-10"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",4.90022659301758,24,24,1,"2021-10"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",3.38012671470642,43,43,1,"2021-10"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",3.36756730079651,48,48,1,"2021-10"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",1.87614488601685,95,95,1,"2021-10"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",7.64898586273193,42,42,1,"2021-10"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",7.38690137863159,42,42,1,"2021-10"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",4.93187093734741,69,69,1,"2021-10"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",7.8722825050354,27,27,1,"2021-10"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",3.05275630950928,37,37,1,"2021-10"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",6.84457302093506,50,50,1,"2021-10"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",4.07597732543945,67,67,1,"2021-10"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",2.92120718955994,61,61,1,"2021-10"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",3.8581919670105,67,67,1,"2021-10"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",11.6677274703979,42,42,1,"2021-10"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",4.98667526245117,61,61,1,"2021-10"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",1.90398108959198,54,53,0.981481481481482,"2021-10"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",13.2205677032471,54,54,1,"2021-11"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",4.94979763031006,71,67,0.943661971830986,"2021-11"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",2.16062545776367,65,65,1,"2021-11"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",6.03710889816284,54,54,1,"2021-11"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",3.79754424095154,44,44,1,"2021-11"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",3.91976428031921,50,50,1,"2021-11"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",4.94974613189697,24,24,1,"2021-11"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",3.42579245567322,43,43,1,"2021-11"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",3.52773761749268,48,48,1,"2021-11"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",1.55682337284088,95,95,1,"2021-11"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",7.1642165184021,42,42,1,"2021-11"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",7.31682729721069,42,42,1,"2021-11"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",4.96941566467285,69,69,1,"2021-11"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",6.68456363677979,27,27,1,"2021-11"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",2.79669070243835,37,37,1,"2021-11"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",7.65122890472412,50,50,1,"2021-11"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",4.23331737518311,67,67,1,"2021-11"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",2.6565260887146,61,61,1,"2021-11"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",3.62825727462769,67,65,0.970149253731343,"2021-11"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",11.2325162887573,42,42,1,"2021-11"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",5.33553695678711,61,61,1,"2021-11"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",1.73410475254059,54,52,0.962962962962963,"2021-11"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",19.3684711456299,54,54,1,"2021-12"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",4.54929065704346,71,71,1,"2021-12"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",3.69022130966187,65,65,1,"2021-12"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",7.16605377197266,54,54,1,"2021-12"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",3.87217473983765,44,44,1,"2021-12"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",3.6279125213623,50,50,1,"2021-12"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",4.49080801010132,24,24,1,"2021-12"
"Shaughnessy","{ ""lon"": -123.13976016672807, ""lat"": 49.245680976154581 }",4.00764513015747,43,43,1,"2021-12"
"Victoria-Fraserview","{ ""lon"": -123.06413471832595, ""lat"": 49.220011940057667 }",3.2427990436554,48,48,1,"2021-12"
"Dunbar-Southlands","{ ""lon"": -123.18954680338996, ""lat"": 49.237961905344271 }",3.75390863418579,95,95,1,"2021-12"
"Fairview","{ ""lon"": -123.1310488653851, ""lat"": 49.264540486169757 }",7.68387937545776,42,42,1,"2021-12"
"Mount Pleasant","{ ""lon"": -123.09851312036905, ""lat"": 49.263065249728648 }",6.97287797927856,42,42,1,"2021-12"
"Renfrew-Collingwood","{ ""lon"": -123.040166464563, ""lat"": 49.247342733638504 }",4.27692604064941,69,69,1,"2021-12"
"West End","{ ""lon"": -123.13543765302629, ""lat"": 49.285011188472005 }",7.62833309173584,27,27,1,"2021-12"
"Arbutus Ridge","{ ""lon"": -123.16166923820482, ""lat"": 49.246804909827887 }",3.25558471679688,37,37,1,"2021-12"
"Grandview-Woodland","{ ""lon"": -123.06672822103268, ""lat"": 49.276439609304632 }",7.27233457565308,50,50,1,"2021-12"
"Kensington-Cedar Cottage","{ ""lon"": -123.07288459215947, ""lat"": 49.246686446286056 }",3.87263250350952,67,67,1,"2021-12"
"Killarney","{ ""lon"": -123.03764702895802, ""lat"": 49.217021670797429 }",2.45156025886536,61,61,1,"2021-12"
"Kitsilano","{ ""lon"": -123.16329474017252, ""lat"": 49.267539848486912 }",6.22323894500732,67,67,1,"2021-12"
"Strathcona","{ ""lon"": -123.08823528054062, ""lat"": 49.278219577647242 }",11.9589939117432,42,42,1,"2021-12"
"Sunset","{ ""lon"": -123.09203800098149, ""lat"": 49.218756150539072 }",4.76731777191162,61,61,1,"2021-12"
"West Point Grey","{ ""lon"": -123.20346748255886, ""lat"": 49.268401210185914 }",2.62326216697693,54,54,1,"2021-12"
"Downtown","{ ""lon"": -123.11656700827415, ""lat"": 49.28074707013743 }",7.32633638381958,54,54,1,"2022-01"
"Hastings-Sunrise","{ ""lon"": -123.04026992328848, ""lat"": 49.277934052090188 }",3.29851889610291,71,71,1,"2022-01"
"Kerrisdale","{ ""lon"": -123.15957618168902, ""lat"": 49.223655484618817 }",1.88036417961121,65,65,1,"2022-01"
"Marpole","{ ""lon"": -123.1283816596551, ""lat"": 49.210207465671559 }",3.91813039779663,54,54,1,"2022-01"
"Oakridge","{ ""lon"": -123.12302460370566, ""lat"": 49.226403196402856 }",3.04250764846802,44,44,1,"2022-01"
"Riley Park","{ ""lon"": -123.10314680625231, ""lat"": 49.244766478648643 }",2.86886096000671,50,50,1,"2022-01"
"South Cambie","{ ""lon"": -123.12180091574463, ""lat"": 49.245556462368654 }",3.52821898460388,24,24,1,"2022-01"
